Session Name,Start Time,End Time,Description,Speakers
Liquid Metal Yoga,7:00 AM,8:00 AM ,"Move your body, quiet your mind and relieve some stress with yoga. Join Liquid Metal Yoga for a 30 minute vinyasa practice as we flow from one posture to the next. Leave feeling calm yet energized and ready to enjoy your vGHC experience",
Keynote,9:00 AM,9:30 AM ,,
A Better Bottom Line: Careers in Public Service,9:40 AM,10:10 AM ,"Ever feel you're missing a chance to have a greater impact in your 9 to 5? Join us for a conversation between those who took the leap from the private sector to working in government and public service. Speakers will discuss how they made the change and they purpose they found working towards a different, mission-driven bottom line.",
The Memo with Minda Harts,9:40 AM,10:10 AM ,"Don't miss this fireside chat between AnitaB.org CEO Brenda Darden Wilkerson and Minda Harts, CEO of The Memo LLC, a career development platform for women of color. Together they will be discussing strategies for managing diverse talent, advancing women in the workplace, and leadership development. Join us for a conversation about strategies to empower your own career while lifting others in the process.",
Reflections on Six Years of BRAID Research,9:40 AM,10:10 AM ,"BRAID is a national initiative to increase the representation of women and URM students in undergraduate computing. This session will focus on what the BRAID Research team has learned, sharing the latest results and discussing implications of findings for computing departments. Findings related to the progress BRAID schools have made in diversifying computing majors will be shared.",
Mailchimp Networking Lounge,9:40 AM,10:10 AM ,Mailchimp Networking Lounge,
Do You See What I See: Using AR and AI,9:40 AM,10:40 AM ,"Welcome to the world of augmented reality and artificial intelligence! This workshop explains AR and AI via hands-on exercises where you build a game to interact with your augmented world. You will learn about the novel applications of AR+AI, their limitations and social impacts amplified by COVID-19. You'll leave armed with code, inspiration and an ethical framework for your own projects!",
"Welcome to Open Source, Women!",9:40 AM,10:40 AM ,"With jobs lost from COVID-19, it can be hard to learn new skills and build out a portfolio. Open source provides opportunities for both, and you can even get paid by a GitHub sponsor. Learn (1) how easy it is to contribute to open source, and (2) the first steps to get started on making your first contribution. By doing so, you are increasing the 6% of women in the Open Source community!",
It Takes Tech to Tango: An Introduction to DanceTech,9:40 AM,10:10 AM ,"It starts like a bad joke: a dancer and an engineer walk into a room. But what emerges isn’t a punchline–it’s a powerful culture shift at the intersection of art, technology, and innovation. This talk examines and analyzes historical and emerging tech trends in the performing arts, with an emphasis on dance applications (“dancetech”). All are welcome, even those with two left feet!",
"To Succeed Faster, Get Comfortable With Risk",9:40 AM,10:10 AM ,"The more risks you successfully navigate, the more confident you will become, and the more risks you will be willing to take. It's a virtuous cycle. Learn how to get comfortable with more risk in your work to accelerate your opportunities and fuel your advancement. These skills can also help you face your personal prejudices and fight for justice for all people.",
Traits Of A Successful Leader,10:10 AM,10:40 AM ,"Did you ever wonder how and why some leaders like Steve Jobs, Elon Musk, and Meg Whitman make their way to the top and are so successful? What makes them different? Leadership is the capacity to translate vision into reality. Each and every one of you is capable of climbing that ladder. Learn what are the traits of a leader that help them grow into senior management position and be successful.",
Inclusivity Power-Up:  Lessons Learned Mentoring Formerly Incarcerated Software Engineers,10:10 AM,10:40 AM ,"This talk focuses on approaches to mentoring nontraditional students with a ‘hidden’ status: incarceration history. Several organizations now provide tech education in prisons, pairing graduates with internships and mentors on release.Learn how to set mentees up for success with insight and concrete skills that aim to provide an identity-affirming, holistic, and encouraging experience.",
Living in the Material World: Reconciling Humans and Technology Through Smart Materials,10:10 AM,10:40 AM ,"The pandemic has made healthier environments the need of the hour. At the same time, national protests around racial injustice underscore the need for technology that is conscious of people's privacy and biases. Our future cities need smarter and more sustainable infrastructure. Through user scenarios, this talk presents a vision of how smart materials could enable more human-centric smart cities.",
Improving Engineering Productivity using Machine-Learning for Hardware Verification,10:10 AM,10:40 AM ,"With increasing complexity in chip designs, verifying the design functionality has become not just more imperative, but also harder. Traditional verification strategies revolve around constrained random simulation, but these are highly resource intensive. We explore Machine-Learning based techniques in a traditional engineering process while challenging preconceived notions about productivity.",
Strategies for Re-entering the Workforce in the Time of COVID-19,10:10 AM,10:40 AM ,"The COVID-19 pandemic has added enough challenges to caregiving that many women are considering reducing their work commitments or taking a career hiatus. This can dramatically impact the momentum of any career in a fast-paced technology field. We will discuss strategies for staying relevant in the field, rejoining the workforce, and coming back as stronger and more well-rounded professionals.",
